,0,1
1326,5,"""The 14_1 ' XGA display is gorgeous"""
1327,5,"""It is crisp and very easy on the eyes, plus it has beautiful colors"""
1328,5,"""It may not be a 15 ' , but being smaller, it will save on your battery life"""
1329,5,"""Performance is awesome, the CD-RW/DVD-ROM drive is sweet, battery life is great, and everything is awesome"""
1330,5,"""This laptop is great for you road warriors, since it gets around 3 hours (for real) of battery life, runs very cool, and is rather compact and thin"""
1331,5,"""AMD has PowerNow"""
1332,5,"""It can adjust the speed from ~500mhz-1_53ghz"""
1333,5,"""Intel's SpeedStep technology can only operate at two speeds: full-conk and too slow"""
1334,5,"""It can use up to 128MB DDR shared memory, but 64MB is standard"""
1335,5,"""The graphics are excellent for DX8/DX8_1 gaming (GeForce2 MX performance level), and run every game I have tried so far"""
1336,5,"""The plastic seems tough enough for heavy use, and everything is built sturdily"""
1337,5,"""Also, Compaq tech support is excellent, and I have not had any trouble contacting them or finding solutions to problems"""
1338,5,"""Compaq made an excellent notebook that balances price, mobility, and performance all in one"""
1339,5,"""If you are considering the Compaq Presario 2100 AMD Athlon XP-M laptop, go for it"""
1340,4,"""The keyboard is well laid out"""
1341,4,"""The fan isn't noisy and mobile Athlon is great"""
1342,4,"""Battery life is in excess of 3 hrs and laptop doesn't get hot either"""
1343,4,"""The LCD is good and has good range of viewing angle"""
1344,4,"""The warranty support from Compaq is better than HP, atlhough both are same companies now"""
1345,5,"""In the market for a top-of-the-line laptop at a great price"""
1346,5,"""Compaq continues setting industry standards in desktops and laptops"""
1347,5,"""AMD Athlon is superb"""
1348,4,"""First unit I took home had a red pixel stuck on in the lower right part of the screen"""
1349,4,"""The fan is kind of noisy and seems to come on a lot but everything works okay"""
1350,4,"""Unit has 3 USB ports instead of the 2 advertised"""
1351,4,"""However, they are USB 1_1 not 2_0"""
1352,4,"""The screen is outstanding when watchingDVD's"""
1353,4,"""The upsides are that the fan, while noisy, keeps the thing from burning your lap"""
1354,4,"""It is an all-in-one that is probably best used as a ' portable ' due to its weight, rather than as a laptop"""
1355,4,"""There's one feature that I **LOVE** and have been wanting on a laptop for a long time: The trackpad has a button above it that let's you turn the trackpad OFF"""
1356,4,"""This prevents errant mouse clicks while you're typing"""
1357,4,"""Another good feature of the trackpad on this machine is that it has a dedicated scroll area which apparantly emulates a wheel mouse's wheel"""
1358,4,"""Mine has a stuck red pixel, like another reviewer's machine"""
1359,4,"""While the machine comes with Windows XP, I wiped the disk and I run SuSE Linux v8_1 on it instead"""
1360,5,"""First off [money] is way to much for this computer, I got mine from [my local electronics store] for [money] after rebates"""
1361,5,"""Although you probably won't see if for under [money], don't pay [money]"""
1362,5,"""This computer is awesome for the price I paid"""
1363,5,"""The hard drive is a little small by today's standards but it's all right"""
1364,5,"""It has an option to play cd's and digital media files with the cover closed and the computer off, and I have really taken advantage of that"""
1365,5,"""I can watch DVD's, burn CD's, and do anything else I need to"""
1366,5,"""Now, if you want to do some intensive gaming, this isn't for you"""
1367,5,"""But if you want to do some basic games (such as strategy) and all the other basic functions of a computer, I highly recommend it"""
1368,5,"""Im still running on the original 256 megs of ram which I dont recommend because it gets bogged down pretty easily"""
1369,5,"""Another negative is that it doesnt come with built in wireless"""
1370,5,"""It may look good on paper but HP saves money by manufacturing crap motherboards in their cheaper products"""
1371,5,"""And these speakers sound great for what they are (that is to say not in any way comparable with any pair of speakers that you can later purchase)"""
1372,5,"""It will hold its dollar value for a long time and continue to provide your needs long into the future (as long as you don't expect a gaming machine)"""
1373,4,"""When I decided to buy a laptop for grad school, I made a list of requirements:-20 GB drive-network card-CD burner-nice-sized screen-Windows XP-Word-cheap (under a grand)This is the only computer that gave me everything I needed (except for Word), and from a company known for great laptops"""
1374,4,"""As someone's already said, don't plan on setting it on your lap for any length of time"""
1375,4,"""I'm buying a notebook mouse, since I hate touch pads, anyway :)"""
1376,4,"""The Toshiba Satellite 1415-S105 can't beat the cheaper HP x125 on any grade except for sceen size (and there is a catch to that)"""
1377,4,"""Well the better graphics chipset on the HP will run 3D games and applications better"""
1378,4,"""So if you really want a 15"" and you don't care about screen quality, this might be okay for you"""
1379,4,"""Personally I think a 15"" LCD screen aught to have 1280x1024 pixels"""
1380,5,"""loads of features that are listed in the other reviews but one that's been missed is the BUILT IN wireless antennae"""
1381,5,"""That means you install the card inside the laptop and don't have to deal with an antennae sticking out the side ready to break off"""
1382,5,"""I have found I can get nearly the 2_5 hour battery life if I don't use the cd-rom drive"""
1383,5,"""I ended up paying only seven hundred fifty dollars after rebates from best buy"""
1384,4,"""his is under a year old and in good shape"""
1385,5,"""The price is correct for a machine that fly at 2_2 Ghtz"""
1386,5,"""Enough memory of 512 and HD of 60 gigas"""
1387,4,"""Once before, I think the motherboard fried and the local repair shop (under warranty by Toshiba - which is GREAT) took care of it but notified me I needed to spray (air cannister) the vent more often because it was quickly getting dirty (remember"""
1388,4,"""So I didn't really pick up the habit and eventually the HD died too, supposedly for similar reasons"""
1389,4,"""Also, for the reviewers who complain about this breaking after warranty, I have to say - 1 yr warranty is ridiculous"""
1390,5,"""There is the good sized hard drive (60GB) and plenty of memory (512MB, standard)"""
1391,5,"""There is a combo drive and some nice little things like the USB ports being 2_0"""
1392,5,"""And I like the sound system, which is wonderful for a laptop"""
1393,5,"""Might be a little too big and heavy for a roadwarrior, but if you just need to haul it around now and again it's great"""
1394,5,"""you have already determined the price of this notebook about 1,699_99 dollars"""
1395,5,"""now i wonder, is this price include a tax"""
1396,5,"""if not, what about tax"""
1397,5,"""This was my very first laptop and my parents spent a lot of money for it"""
1398,5,"""It had everything you could need at the time, it was fast enough and had a good amount of memory"""
1399,5,"""I replaced the HD and got an external cooling unit"""
1400,5,"""I'm thinking about replacing the fan and heat sink but am afraid it will cost too much"""
1401,4,"""If you're out to buy a kick butt gaming laptop so that you can frag your way from Los Angeles to New York, don't get this machine"""
1402,4,"""This machine has a lot going for it, very nice 3D performance, very nice ergonomics, clear bright screen, zippy P4 performance, and you can burn your own DVDs on it"""
1403,4,"""Sony now offers this notebook with WinXP pro (the GRV680P) and you should get that as its the same price"""
1404,4,"""I say this because soon the only laptops worth buying will have WiFi built in, systems without it will become like laptops without Ethernet two years ago"""
1405,4,"""The software was somewhat thrown together as well"""
1406,4,"""That means no games while you are ""mobile"""
1407,4,"""There is a slot for a memory stick"""
1408,4,"""All that being said, if you are someone who has a small home office, or a desk that you use for both writing and email"""
1409,4,""") portables today it does not come with a floppy but it will read/write CDR's and CD-RWs, as well as DVDs (send a video this year a christmas rather than a letter"""
1410,5,"""Seems like there's not much information about it's compatibility, and some devices are unlikely to work, like the modem and power management, but driver support for Sony is coming along nicely"""
1411,5,"""This thing is fast, its Gigantic, its Hot, its a desktop processor with a laptop fan, Its loudish, and its not super portable"""
1412,5,"""If you want to roam in the park, unfettered by worldly concerns, specifically wifi and plugs, you dont got it"""
1413,5,"""The software package is interesting, but weird, all sony all the time, but you can change that, from all that software left on your desktop"""
1414,4,"""Power packed little PC - but bear in mind:The bad:XP HOME edition (not Pro)Only 1 RAM slot"""
1415,4,"""Battery life not real long"""
1416,4,"""The good:DVD burner included"""
1417,4,"""They replaced the fan and now it works like a charm"""
1418,5,"""I purchased one of these in 1995 and the hard drive failed in the first week"""
1419,4,"""SCREEN: Impressive clarity with the 15 ' (CASV) screen"""
1420,4,"""As a test at the store, I was able to read Terminal 6pt font from a distance of about a yard"""
1421,4,"""If you truly multitask with apps, you'll appreciate this"""
1422,4,"""DVD viewing is fluid and stutter free"""
1423,4,"""SOUND: Crisp and loud, the internal subwoofer is a bonus"""
1424,4,"""Which is sold separately :) PROCESSOR/RAM: Out of the box, it ought be good enough for most application development for the next couple years"""
1425,4,"""QUALITY: Solid overall build, some flimsy plastic port covers that must be used with some care"""
1426,4,"""I'm sure this system will be rendered obsolete long before i wear out it's construction"""
1427,4,"""DRIVES: No floppy drive (gonna take some getting used to)"""
1428,4,"""any mem upgrade will require excessing one of them"""
1429,4,"""SIZE: Bigger than average cases, shop around for a good case"""
1430,4,"""Needs another software build/patch it feels"""
1431,5,"""My old dell notebooks HD crashed after 1mo"""
1432,5,"""and the lcd had to be replaced after a few months"""
1433,5,"""I'm a professional software developer, and I was looking for a notebook computer that had enough oompf to serve as a mobile software development workstation"""
1434,5,"""As for the guy whose computer froze up after watching a DVD"""
1435,5,"""a 1600x1200 ultra-bright screen that you can see in direct Silicon Valley sunlight"""
1436,5,"""great for Direct3d and OpenGL software dev too"""
1437,5,"""Works great and together with 400 GB external memory drive it is a true replacement to a good desktop"""
1438,5,"""I have used it to convert my analog video collection into digital format"""
1439,5,"""I bought this laptop seven months ago for $1500(after rebate), and I'm so glad I did"""
1440,5,"""It's relatively thin and quite(unless fan kicks in < 5% of time)"""
1441,5,"""Tried the wifi with no problems"""
1442,5,"""The fan does kick in occasionally ( < 2% of the time) and is a trifle noisy"""
1443,5,"""Great package and great price"""
1444,5,"""We upgraded RAM to 1 Gbyte, and a big plus is the fact that we can go higher to 2Gbytes if we want to"""
1445,5,"""The large 16 ' screen and high resolution (1400x1050) is great, and with an extenral monitor we can go to 1600x1200 which is is essential for us"""
1446,5,"""In fact my engineers who are quite critical due to the extremely demnading nature of their jobs and the software we run, have given this machine very high marks"""
1447,5,"""If you are intersted to buy this product go for it and do not hesitate, the specification is really great if you compared it to the price"""
1448,5,"""Very nice looking, thin, crystal clear screen and and and"""
1449,5,"""The centrino is the latest and best processor in the notebook market and this machine surpasses the pentium 4 m models in performance and efficiency"""
1450,5,"""The graphics card is great but not stupendous"""
1451,5,"""I ran medal of honor: allied assault at medium resolution and it ran well"""
1452,5,"""The screen will show 1024X768 resolution with bright colors,& sharp text"""
1453,5,"""The speakers are adequate in quality, but I would strongly suggest using the headphone jack if you are in to high sound quality"""
1454,5,"""The 512 MB of ram is an awesome feature of this machine"""
1455,5,"""It also contains the pointing device in the middle of the keyboard, if you are so inclined"""
1456,5,"""XP, in my opinion, is the fastest and easiest to use operating system from microsoft yet"""
1457,5,"""Battery life: I took this machine with me on a 2-day drive to DC and each day I was pleasantly surprised with the battery life"""
1458,5,"""I was able to listen to about 5 1/2 hours of music through the laptop before needing to recharge"""
1459,5,"""The keyboard is comfortable to use, and the touchpad works well"""
1460,5,"""Add to that the fact that with this one you don't have to drag an extra battery around, and I was ready to buy"""
1461,5,"""The computer is fast fast fast and I believe it amounts to about a 2_4 GHz processor when related to the Pentium IV"""
1462,5,"""Oh, there's a wireless lan built in for those that like to go to wired coffee shops or wherever"""
1463,5,"""I have a Mitsubishi 18"" LCD monitor at home and the Toshiba looks just as good"""
1464,5,"""Sharp lines and crisp colors"""
1465,5,"""I am finding the Wi-Fi capabilities to be satisfactory as well"""
1466,5,"""Battery life according to the onboard indicator is over five hour fully charged, I have yet to run out of battery power"""
1467,5,"""The keyboard is comfortable and the unit does not get hot, the left side does warm up but not to an uncomfortable degree"""
1468,5,"""The speakers are nice, loud in a quiet room, acceptable in a moderately noisy environment but I would still suggest headphones for this or any laptop to avoid annoying others"""
1469,5,"""the reason i went with this one was because i was able to get it at [a local store] with 0% for 12 months (same price after rebate as here at Amazon)"""
1470,5,"""now to the M15-S405:it has a great 15"" XGA (1024x768) screen"""
1471,5,"""and it is definetly the way to go if you don't want to spend all your time squinting at a higher resolution display like Dell offers on their systems (go to the Dell community forums to hear the support and hardware horror stories too"""
1472,5,""")the wi-fi capability is awesome"""
1473,5,"""also, you can use wi-fi in places like Starbucks for an additional fee"""
1474,5,"""and at just under 7 pounds it is not to heavy to carry around"""
1475,5,"""This is part of a larger class of laptops running processors slower than 2_4 GHZ that are becoming the targets of deep discounts and rebates now that faster machines are on the move to market"""
1476,5,"""This machine painlessly recognized both my home wired and wireless router connections, and I was online in 15 minutes after opening the box"""
1477,5,""") and memory (512MB"""
1478,5,"""The bundled CD-RW software is goofy and non-inutuitive"""
1479,5,"""Although I was able to use it, I pitched it after two days of trying to figure out it's wacky interface and installed Nero"""
1480,5,"""Frankly, I haven't found a single laptop mouse-equivalent that I like as much as an actual mouse (unless I'm completely veggged on the couch or on a plane, I don't use the touchpad much anyway)"""
1481,5,"""Battery life is middle-of-the-road"""
1482,5,"""but offers excellent power management tools to give you advance notice of battery loss"""
1483,5,"""Great performance at this price point"""
1484,5,"""more so if additional rebates are available"""
1485,4,"""i have read from others and am experiencing myself, the hard drive clicking about every 2 minutes or so"""
1486,4,"""intel does offer a fix for this problem on many notebooks, i think it only happens on 40GB models, however the fix is not compatible with the chipset of the notebook"""
1487,5,"""It gets warm but isnt as bad as other brand that have the haust port blowing on your hand"""
1488,4,"""In general I like this computer, except for the Celeron processor"""
1489,4,"""Somehow I manage to exceed 90% of the cpu usage roughly 1/3 of the time (as measured by Norton Utilities)"""
1490,5,"""It still functions but does not give the response I need for it, so i just switched the left-right mouse controls"""
1491,5,"""The HD has plenty of space for just about anything (keep in mind its just a laptop)"""
1492,5,"""I can burn a CD in a few minutes which is not long at all, especially for a laptop"""
1493,5,"""The screen has excellent resolution for a 15 ' screen on a laptop"""
1494,5,"""I went out to buy 2435-s255 model but end up buying this because the price difference"""
1495,5,"""I think Sony is too expensive, HP is OK, and so is the dell"""
1496,5,"""The compaq makes quality notebooks too but Toshiba had better value for the money (my last notebook was a Compaq)"""
1497,5,"""Yes it is slightly warm then the rest of the keyboard are, but no big deal"""
1498,5,"""Actually, I have the 1135-S125 which is the same computer but at 1_8GHz, 256MB RAM and 30GB HD"""
1499,5,"""When the CDROM has been used for a long time (say reinstalling the software, etc"""
1500,5,"""Also, the battery would not last more than an hour, and carrying it around large airports was a pain"""
1501,5,"""After evaluating some options, I narrowed down the search to a Dell Inspiron 600M (best value and performance from a reputable manufacturer) and the Sony Z1A1 (best looking, but most expensive)"""
1502,5,"""The 4 week delivery time quoted by Dell (vs"""
1503,5,"""I was worried about the fact that this laptop had an older ATI 7500 graphics chipset with16MB of memory vs"""
1504,5,"""Dell with the newer ATI 9000 and 64MB memory option"""
1505,5,"""This system is definitely more than adequate for my needs (frequently running Outlook, Word, Excel, Power Point, Internet Explorer, Photoshop, and Illustrator at the same time)"""
1506,5,"""There appears to be some problem when you are running your WiFi with encryption"""
1507,5,"""This isn't a huge problem since reconnecting takes but two mouse clicks"""
1508,5,"""The price might be a few hundreds more than your budget"""
1509,5,"""It has a big memory, it's fast, and it's much lighter than its counterparts"""
1510,5,"""Other computers may have the same specs but they will be twice as heavy"""
1511,5,"""The resolution of the monitor is also fantastic"""
1512,5,"""Try using another computer after you have owned this one and you'll see the difference especially when watching DVD's"""
1513,5,"""The sounds seem unimpressive when listening directly from the speakers but you'll be surprised by the good quality upon using a headphone"""
1514,5,"""Be aware too that this doesn't have a floppy drive"""
1515,5,"""It shouldn't matter though since it has a CD-RW/DVD drive"""
1516,5,"""With it's matted silver finish and slim compact design, you'll always want to bring it with you"""
1517,5,"""In my opinion, this is the only Windowns laptop that rivals the superb industrial design of the Apple PowerBook G4"""
1518,5,"""all at 4_7 lbs with the battery"""
1519,5,"""Don't be misled by the 1_3 GHz rating of the chip"""
1520,5,"""My prior laptop's OS was Windows ME, which crashed a lot and had steadily degrading functionality"""
1521,5,"""Windows Home XP on the Z1A has been terrificly stable"""
1522,5,"""furthermore, it's restore function worked like a charm to undo file or registry or program mistakes"""
1523,5,"""There was absolutely no interruption or hesitation watching a 2-hour DVD"""
1524,5,"""Built-in stereo speakers are acceptable, but I listened with headphones and the sound quality output was shockingly good"""
1525,5,"""The piece-de-resistance for me was built-in Wi-Fi"""
1526,5,"""Finally, the battery"""
1527,5,"""One of the great advantages of Centrino is battery life"""
1528,5,"""In normal usage, I found that the battery lasted about 3_5 hours"""
1529,5,"""I watched a 2-hour DVD and had about 1_5 hours left to cruise the 'net"""
1530,5,"""The only negatives that I've found so far relate to the keyboard and a lack of a diskette drive (an[$$] dollar external option)"""
1531,5,"""Since this is a highly portable laptop, the keyboard is missing some keys and some keys are smaller than I'm used to"""
1532,5,"""Specifically, there's no dedicated page-up, page-down, home and end keys"""
1533,4,"""i can tell this laptop is very sinsetive and you'll have to take care of it and treat it as if its an expensive peace of glass, so be gentle with it"""
1534,5,"""The NV290 has some very redeeming features despite its weight, which is closer to 10 pounds not 14"""
1535,5,"""-The compact woofer module delivers a full sound that is more like a boombox than a notebook (The 2_6GHz GRX680 model sounded like a pair of loud headphones"""
1536,5,""") I think every VAIO notebook needs a compact woofer for movies and music"""
1537,5,"""-Another small but overlooked feature on the NV290 is a rotary volume knob on the side"""
1538,5,""") This rare notebook series is one of a kind and I lament the day I have to ""upgrade"" :)"""
1539,5,"""I have had this on three trips now and it is hands down the best laptop for mobile professionals who require a workstation for complex software"""
1540,5,"""The battery has been lasting me well over 3_5 hours and as far as 4_5 hours of use"""
1541,5,"""ThinkPads have a great tactile response to the keyboard and the multinav is convenient (once you get used to it)"""
1542,5,"""My 2 year old dropped mine on a tile floor on its corner - not a scratch on it and still worked great"""
1543,5,"""While I've typically found IBM laptops to be slightly overpriced, and while I had a negative experience with an old X model, the T40 is worth its weight in gold"""
1544,5,"""My only complaint is that when dealing with graphics apps like Fireworks, Freehand, etc"""
1545,5,"""BTW, much better customer service than Dell or Compaq, at least in my opinion"""
1546,4,"""It's not the best notebook you can buy (hence the 4 out of 5 stars I gave), but you can't beat it for the price right now"""
1547,4,"""Perhaps the specific media or speed involved made it rattle, but it doesn't appear to come up very often"""
1548,4,"""I ran a few benchmarks on the machine and here's a summary of my results along with other comments:CPU: The CPU is roughly comparable to the desktop version of the Athlon 2200+ and Intel P4 2_4 GHz"""
1549,4,"""However, Intel solidly outperforms AMD at cache operations"""
1550,4,"""For those of you concerned about buying an AMD laptop instead of an Intel, there isn't much to worry about because the CPU will not likely be the cause of bottlenecks anyway(see below)"""
1551,4,"""Memory: The memory performance compares to some of the slower PC2100 controllers in desktop machines"""
1552,4,"""Don't expect extremely fast memory performance"""
1553,4,"""Hard Drive: Hard drive performance is a bit weak"""
1554,4,"""The hdd and controller compare to an ATA66 controller or a USB 2_0 hdd hooked up to a desktop"""
1555,4,"""Other: The display is great -- it even looks a little better than the one on my Dell that cost twice as much when I bought it a few years ago"""
1556,4,"""You've got lots of handy buttons and cool looking lights"""
1557,4,"""The tough thing about buying a laptop is you have to get one that doesn't only meet your needs now, but also will meet your needs in 3 years because you can't simply upgrade parts that get old"""
1558,4,"""Though this PC is not completely top of the line, it is priced at about $500 less than other laptops that are just a little bit better"""
1559,4,"""Even though this laptop will probably be obsolete a year sooner than a more expensive PC, at least I'll have $500 in the bank ready to buy that new laptop when I need to"""
1560,5,"""Another tip I received is whenever I run on external power, I remove the battery, hence I still get approx 2hrs runtime on the ORIGINAL battery"""
1561,5,"""I run the included battery optimizer every 3 months"""
1562,5,"""I was looking at buying a Dell, but every time I'd configure the options I wanted, the price jacked up to 1800+"""
1563,5,"""The display is great, and can be viewed at all angles"""
1564,5,"""I've had no problem playing DVD's using the included DVD player"""
1565,5,"""I noticed no blurring during fast motion sequences while playing DVD movies"""
1566,5,"""I haven't tried many 3d games, but Ragnarok plays as well as it does on my Desktop"""
1567,5,"""As far as the sound goes, it's a laptop, and without headphones it still sounds very clear and loud"""
1568,5,"""It's as heavy as most power notebooks"""
1569,5,"""But, for the price, it's a damn nice laptop"""
1570,4,"""Only issues:1) Left touchpad button has become flaky"""
1571,4,"""2) 256MB was insufficient for watching DVD movies"""
1572,5,"""The Athlon processor works great, and since it's a mobile version, it runs fast and stays cool"""
1573,5,"""The fan only comes on when doing CPU intensive tasks"""
1574,5,"""The memory is in 1 chip which makes adding more memory very easy"""
1575,5,"""The screen is outstanding, very bright and crisp"""
1576,5,"""If you're looking for a good powerful notebook and the lowest price, this is it"""
1577,4,"""I'll give the bad news first:BAD1)one thing they don't tell you in the general specs is that the hard drive operates at only 4200 rpm -- which is noticeably slower than my previous laptop for copying files"""
1578,4,"""2)SXGA: it sounds great to have such ' HIGH RESOLUTION"""
1579,4,"""' However, I find this resolution to be *too high*"""
1580,4,"""The text and icons are way too small for me at such high resolution"""
1581,4,"""And, when you set the resolution to 1024x768, it looks quite bad"""
1582,4,"""This is because the monitor is designed with the optimal resolution in mind (mine looks best at 1400x1050)"""
1583,4,"""So, if you're comfortable playing with those settings, it's generally not so bad"""
1584,4,"""All in all, a pretty sweet machine for a reasonable price compared to other brands with similar specs"""
1585,5,"""Instead of that, just plugged the sony PCWA-DE50 to the Prismiq ethernet port and Bingo"""
1586,5,""", instant wireless connectivity"""
1587,5,"""Not only that, with one of these devices you can say GOODBYE to WIFI driver issues"""
1588,5,""") with an ethernet port"""
1589,5,"""instant wireless connectivity"""
1590,5,"""As far as the PC or other device is concerned, it's talking to a wired ethernet, even while it's not, as the sony devices bridges wifi to wired ethernet networks"""
1591,5,"""I even used one of these boxes to get instant WiFi connectivity on my old lan server running IBM OS/2"""
1592,5,"""I test software for a living, so I often find myself installing several flavors of Linux"""
1593,5,"""However, availability of Wifi drivers for Linux varies"""
1594,5,"""Instant connection and no need to drill holes on the walls"""
1595,5,"""The downside: It's expensive, like most Sony gear"""
1596,5,"""The screen is very clear with no distortion"""
1597,4,"""BUILD QUALITYRobust construction, definitely above average"""
1598,4,"""Display bright - viewing angle restrictive - color fidelity not that great especially on skin tones, yellows, reds generally"""
1599,4,"""These defects not the least uncommon on wide range of TFTs, not just this Toshiba display"""
1600,4,"""1024x768 resolution is just fine with 15 inch display"""
1601,4,"""Windows XP is resident OS and should be endured only by repenting sinners deserving of the torture"""
1602,4,"""Advantage over external PCMCIA card is attachment to internal antenna which provides greater range"""
1603,4,"""CPUContrary to Toshiba official line, the processor *is* socketed and upgradeable (least ways, upgradeable by your resident geek)"""
1604,4,"""Not economical now given price, but maybe in future"""
1605,4,"""Maybe get you 12% usable performance increase, or, if the original processor fries, it can easily be replaced"""
1606,5,"""A good way to test this is to press your fingers behind a ""test"" model in a retail store and look for the distortion on the screen in the form of ""press waves"" on the plasma"""
1607,5,"""To me that means the screen is quite flimsy"""
1608,5,"""For a grad student like myself, this had everything I could want in a laptop for a price just over a grand"""
1609,5,"""I strongly recommend you opt for the 2-3 year extended life warranty if such a place offers it to you"""
1610,4,"""The only thing I don't like is the LCD, I think the screen/color is poor compare to sony or dell"""
1611,4,"""I think this is a good laptop in this price range"""
1612,4,"""Basicly this laptop is fair on its price"""
1613,4,"""First thing I did was wipe the OS and tried to install win2000 pro not knowing that HP didn't provide the drivers"""
1614,4,"""However, with all that said, after spending quite alot of time (15+ hours) installing XP and all drivers, and using the horribly inadequate networking features of XP to wireless communicate"""
1615,4,"""All in all, I am happy with the machine, but very unhappy with the operating system that was shoved down my throat"""
1616,5,"""Simply go to the HP website and download the update for the BIOS and u'll be completely happy with this laptop if that was your only dislike, like it was for me until I updated"""
1617,5,"""The fan is a little loud, but it doesn't bother me as much as I have learned bothers others who have reviewed it"""
1618,5,"""The screen resolution is good, it's a fast machine"""
1619,5,"""It could have a longer battery life, but I think that the battery is average when compared to DELL and others laptops I have seen"""
1620,5,"""The cd burner is very easy to use"""
1621,5,"""I have used it to watch DVDs, and I thought the picture was sharp"""
1622,5,"""I would still recommend to get the extended warranty possibly from the store where you are buying"""
1623,5,"""Laptops are not as easy to fix as desktops"""
1624,5,"""The extended warranty should cover the repairs and a new laptop if the one you own cannot be fixed"""
1625,4,"""Awesome notebook if you stick with XP Home but HP Support will tell you they will not support XP Pro if you upgrade or fresh install"""
1626,4,"""I have since installed XP Pro and have not been unable to get the wireless to work"""
1627,4,"""Actual battery time is a little over stated as usual"""
1628,4,"""I'm averaging just over 2hrs actual up time on my machine which isn't long enough for some DVD's"""
1629,4,"""Upon first boot I was left at a completely fresh OS with nothing on it"""
1630,4,"""You have to dig for their application software to install the things you want (i"""
1631,4,""") I personally like this method but they don't tell you clear enough in the instructions, like place this notice first in the ""Quick Start"" guide or something"""
1632,4,"""I lovingly carried it home, set it up, and pressed 'windows update' and promptly crashed the machine"""
1633,4,"""For the next day, there were so many errors and blue screens of death, I had to wipe the entire system"""
1634,4,"""She's fast, she's reliable, and her display is beautiful"""
1635,4,"""Here's some advice to follow when you are shopping for a laptop:1- If you need power similar to a Desktop, stay away from Celeron Processor and Centrino laptops"""
1636,4,"""3- If at all possible, before purchasing it, call the customer service for hte name brand you want and see how their customer service is like"""
1637,4,"""Make sure the computer you're about to purchase has a 1 year warranty"""
1638,4,"""3_5- If at all possible, avoid units with built-in wireless connectivity if you need long range wireless networking"""
1639,4,"""4- When you've decided on purchasing your computer and have received it, look for the restore CD's and perform a complete restore of the system"""
1640,4,"""Sometimes manufacturers install new utilities that could interfear or cause freezes on the computer"""
1641,4,"""Also test how long the batteries last once its fully charged"""
1642,4,"""If you don't perform these tests within a week, most places you purchased from won't take it back and some manufacturers won't replace it under warranty"""
1643,4,"""The processor is certainly fast enough to accomplish most anything typical home users are planning on doing"""
1644,4,"""The touch pad isn't the greatest I've used, but there is a nicely placed mouse port so I can use my favorite mouse most of the time anyway"""
1645,4,"""Compared to other notebooks, the keyboard is certainly up to par, though not as nice as some desktop keyboards (which you could also easly plug into the notebook)"""
1646,4,"""I'm not sure why the other review was unable to find an adequate CD burning utility"""
1647,4,"""It has Roxio which is fine for music, data, or CD-RW burning"""
1648,4,"""(The battery has about 3_5 hours of life when fully charged"""
1649,4,""")Like any computer, getting rid of the pre-loaded promotional software (AOL et al) is annoying"""
1650,4,"""But the money Compaq gets from these placements means I was able to secure a great quality notebook for [a great price]"""
1651,5,"""my expensive new HP laptop is now slowly dying because HP apparently did not provide enough ventilation to keep the motherboard from cooking"""
1652,5,"""i did install a little more memory"""
1653,5,"""strangely enough it has a fairly short boot up time"""
1654,5,"""summary - 1/3 the price of an expensive laptop and 3 times more reliable"""
1655,5,"""First thing I should mention: I bought this laptop at a spectacular sale price"""
1656,5,"""When maxed out, this machine will run significantly faster than my 1_67Ghz Windows XP desktop in any task you will throw at it"""
1657,5,"""On top of that, the Mac OS is far superior to anything ever put out by Microsoft"""
1658,5,"""I have OS X Panther on this and I highly recommend it"""
1659,5,"""For those who are not familiar with it, this new feature in Panther will allow you to push F9 on the keyboard and show every window that is open"""
1660,5,"""It will show exactly what is happening in that window at the moment, meaning that if I were to have a video running on it, the video would play on the tiny window as I look for the window I want"""
1661,5,"""The ports are on the side, no more reaching behind to plug it in"""
1662,5,"""The 12 inch screen is amoung the clearest I've ever seen, and is suprisingly easy to use"""
1663,5,"""The snow colored design is absolutly beautiful, and is a nice plus"""
1664,5,"""The screen is on a solid bar, not one of those flimsy PC hinges"""
1665,5,"""By the way, the battery life on this machine is, to sum it up in one word, unbelievable"""
1666,5,"""The low power consumption of the G3 processor makes this an ultra-portable machine"""
1667,5,"""Don't be discouraged by the OS right away"""
1668,5,"""Everything down to the little hook that comes out just as you close the lid to lock it shut has been designed perfectly"""
1669,5,"""Paired with an AirPort card it's awesome"""
1670,5,"""For the price, this provides every I'd ever need"""
1671,5,"""The small size is great to take around campus or anywhere, and everyone thinks it's so cute"""
1672,5,"""I have used macs from the first OS that came out, i was impressed with each one, i have also used windows from DOS, which bill gates stole from IBM, DOS was originnaly designed for Apple, i know DOS like the back of my hand, and i hate it, its worthless compared to UNIX, Linux, Solaris, and OS X"""
1673,5,"""Macs are a wonderful hacker computer, i am a hacker, and when ever i attack something, my computer shows as a Windows NT 4 machine"""
1674,5,"""Also, there is a wonderful hacking program for the mac, its called Cyanide"""
1675,5,"""Do you spend a couple of hundred more to get that dvd burner or do you settle with just the cd-rom"""
1676,5,"""The Apple iBook with DVD-rom/CD-RW combo drive is the best value for money I have experianced"""
1677,5,"""The programs run smoothly and beautifully"""
1678,5,"""All the software on it is excellent and easy to use"""
1679,5,"""The DVD playback is spectacular for a notebook"""
1680,5,"""You can also see the screen clearly from a much wider angle than most notebooks"""
